"text_description","kbli_code","kbli_label","kbji_code","kbji_label"
"merumuskan, menetapkan, mengembangkan visi misi, membuat rencana kerja kegiatan dan anggaran sekolah.tercapainya target visi misi serta pengelolaan anggaran dana pendidikan sekolah dasar.jasa pendidikan sekolah dasar.","85111","PENDIDIKAN DASAR/IBTIDAIYAH PEMERINTAH","1345","MANAJER PENDIDIKAN"
"guru mengajar siswa siswi sekolah dasar.jasa pengajar siswa siswi sekolah dasar.pendidikan sekolah dasar.","85111","PENDIDIKAN DASAR/IBTIDAIYAH PEMERINTAH","2341","GURU SEKOLAH DASAR"
"mengajar di sdn tetei lanan sebagai guru kelas.mengajar.sekolah dasar.","85111","PENDIDIKAN DASAR/IBTIDAIYAH PEMERINTAH","2341","GURU SEKOLAH DASAR"
"guru kelas di sdn tetei lanan.jasa pendidikan.sekolah pendidikan dasar.","85111","PENDIDIKAN DASAR/IBTIDAIYAH PEMERINTAH","2341","GURU SEKOLAH DASAR"
"guru wali kelas sd buntok 1.guru wali kelas.pendidikan.","85111","PENDIDIKAN DASAR/IBTIDAIYAH PEMERINTAH","2341","GURU SEKOLAH DASAR"
"guru mengajar siswa siswi sekolah dasar negeri.jasa pendidikan sekolah dasar negeri.pendidikan sekolah dasar negeri.","85111","PENDIDIKAN DASAR/IBTIDAIYAH PEMERINTAH","2341","GURU SEKOLAH DASAR"
"memberi pelajaran kepada siswa siswi sekolah dasar negeri.jasa pendidikan sekolah dasar.pendidikan sekolah dasar negeri.","85111","PENDIDIKAN DASAR/IBTIDAIYAH PEMERINTAH","2341","GURU SEKOLAH DASAR"
"guru ips di min 3 bartim.jasa pendidikan.sekolah madrasah ibtidayah negeri 3 barito timur.","85111","PENDIDIKAN DASAR/IBTIDAIYAH PEMERINTAH","2341","GURU SEKOLAH DASAR"
"guru pak di sekolah sdn tanjung jawa.jasa pendidikan.pendidikan sekolah.","85111","PENDIDIKAN DASAR/IBTIDAIYAH PEMERINTAH","2341","GURU SEKOLAH DASAR"
"kepala sekolah sdn.jasa pendidikan.pendidikan / sekolah.","85111","PENDIDIKAN DASAR/IBTIDAIYAH PEMERINTAH","1345","MANAJER PENDIDIKAN"
"mengajar murid dikelas.jasa pendidikan.sekolah dasar sdn 1 sababilah.","85111","PENDIDIKAN DASAR/IBTIDAIYAH PEMERINTAH","2341","GURU SEKOLAH DASAR"
"mengajar murid sd.jasa pendidikan.sekolah.","85111","PENDIDIKAN DASAR/IBTIDAIYAH PEMERINTAH","2341","GURU SEKOLAH DASAR"
"mengajar agama sekolah sd.jasa pendidikan.sekolah.","85111","PENDIDIKAN DASAR/IBTIDAIYAH PEMERINTAH","2341","GURU SEKOLAH DASAR"
"mengajar.jasa pendidikan.sekolah dasar.","85111","PENDIDIKAN DASAR/IBTIDAIYAH PEMERINTAH","2341","GURU SEKOLAH DASAR"
"mengajar di sekolah dasar.jasa pendidikan.sekolah dasar.","85111","PENDIDIKAN DASAR/IBTIDAIYAH PEMERINTAH","2341","GURU SEKOLAH DASAR"
"mengajar di sekolah dasar.pelajaran sekolah dasar.pendidikan sekolah dasar.","85111","PENDIDIKAN DASAR/IBTIDAIYAH PEMERINTAH","2341","GURU SEKOLAH DASAR"
"mengajar sd sebagai guru kelas.jasa pendidikan.sdn marga jaya.","85111","PENDIDIKAN DASAR/IBTIDAIYAH PEMERINTAH","2341","GURU SEKOLAH DASAR"
"mengajar.jasa pendidikan.sdn 1 gagutur.","85111","PENDIDIKAN DASAR/IBTIDAIYAH PEMERINTAH","2341","GURU SEKOLAH DASAR"
"mengajar sebagai guru kelas.jasa pendidikan.sdn 2 ugang sayu.","85111","PENDIDIKAN DASAR/IBTIDAIYAH PEMERINTAH","2341","GURU SEKOLAH DASAR"
"guru.pendidikan.sekolah dasar.","85111","PENDIDIKAN DASAR/IBTIDAIYAH PEMERINTAH","2341","GURU SEKOLAH DASAR"
"mengajar di sdn 1 pendang.jasa pendidikan.sekolah.","85111","PENDIDIKAN DASAR/IBTIDAIYAH PEMERINTAH","2341","GURU SEKOLAH DASAR"
"mengajar di sd rantau bahuang.jasa pendidikan.sekolah.","85111","PENDIDIKAN DASAR/IBTIDAIYAH PEMERINTAH","2341","GURU SEKOLAH DASAR"
"guru honorer madrasah.jasa pendidikan.pendidikan.","85111","PENDIDIKAN DASAR/IBTIDAIYAH PEMERINTAH","2341","GURU SEKOLAH DASAR"
"sebagai penjaga sekolah di sdn 3 mengkatip.jasa pemerintahan sebagai penjaga sekolah, membuka dan menutup kantor dan kelas.jasa penjaga sekolah sdn 3 mengkatip.","85111","PENDIDIKAN DASAR/IBTIDAIYAH PEMERINTAH","5414","PENJAGA KEAMANAN"
"membuka menutup sekolah dan membersihkan kantor sekolah madrasyah.jasa cleaning service.sekolah.","85111","PENDIDIKAN DASAR/IBTIDAIYAH PEMERINTAH","5153","PENGELOLA GEDUNG"
"pns mengajar agama kristen di sdn 2 mengkatip.jasa pengajar pendidikan agama kristen.pendidikan/ sekolah.","85111","PENDIDIKAN DASAR/IBTIDAIYAH PEMERINTAH","2341","GURU SEKOLAH DASAR"
"guru agama kristen di sdn 1 mengkatip.jasa pendidikan guru agama kristen.sekolah sdn 1 negeri.","85111","PENDIDIKAN DASAR/IBTIDAIYAH PEMERINTAH","2341","GURU SEKOLAH DASAR"
"guru honorer di mts darul ulum bangkuang.jasa pendidikan.di sekolahan mts darul ulum bangkuang.","85112","PENDIDIKAN MENENGAH PERTAMA/TSANAWIYAH PEMERINTAH","2330","GURU PENDIDIKAN MENENGAH"
"pns staf tata usaha di sekolah smp n 2 karau kuala.administrasi berkas dan data smpn 2 karau kuala.sekolah pemerintahan.","85112","PENDIDIKAN MENENGAH PERTAMA/TSANAWIYAH PEMERINTAH","4419","JURU TATA USAHA YTDL"
"guru di sekolah desa bintang kurung.jasa pendidikan.guru.","85112","PENDIDIKAN MENENGAH PERTAMA/TSANAWIYAH PEMERINTAH","2330","GURU PENDIDIKAN MENENGAH"
"mengajar murid kelas sebagai guru bahasa indonesia.jasa pendidikan.sekolah menengah pertama/smp dangka.","85112","PENDIDIKAN MENENGAH PERTAMA/TSANAWIYAH PEMERINTAH","2330","GURU PENDIDIKAN MENENGAH"
"guru ips sejarah di mtsn buntok.jasa pendidikan.sekolah mtsn buntok.","85112","PENDIDIKAN MENENGAH PERTAMA/TSANAWIYAH PEMERINTAH","2330","GURU PENDIDIKAN MENENGAH"
"guru kelas bahasa inggris smp.jasa pendidikan.pendidikan sekolah.","85112","PENDIDIKAN MENENGAH PERTAMA/TSANAWIYAH PEMERINTAH","2330","GURU PENDIDIKAN MENENGAH"
"mengajar disekolah smp sungai telang sebagai guru bahasa inggris.jasa pendidikan.guru bahasa inggris di smp sungai telang.","85112","PENDIDIKAN MENENGAH PERTAMA/TSANAWIYAH PEMERINTAH","2330","GURU PENDIDIKAN MENENGAH"
"mengajar murid smp.jasa pendidikan.sekolah menengah pertama/smp satap 2 dusel.","85112","PENDIDIKAN MENENGAH PERTAMA/TSANAWIYAH PEMERINTAH","2330","GURU PENDIDIKAN MENENGAH"
"mengajar bahasa indonesia.jasa pendidikan.guru pendidikan bahasa indonesia di smp.","85112","PENDIDIKAN MENENGAH PERTAMA/TSANAWIYAH PEMERINTAH","2330","GURU PENDIDIKAN MENENGAH"
"memberikan layanan konseling untuk membantu siswa mengatasi berbagai masalah yang mereka hadapi.jasa pendidikan.smp negeri satu atap tiga paju epat.","85112","PENDIDIKAN MENENGAH PERTAMA/TSANAWIYAH PEMERINTAH","2635","PROFESIONAL KONSELING DAN PEKERJA SOSIAL"
"penjaga sekolah di sekolah sawsta.jasa menjaga sekolah.pendidikan.","85121","PENDIDIKAN DASAR/IBTIDAIYAH SWASTA","5414","PENJAGA KEAMANAN"
"membimbing dan mengajar murid/guru tk.jasa pendidikan.taman kanak kanak/tk desa mabuan.","85131","PENDIDIKAN TAMAN KANAK-KANAK PEMERINTAH","2342","GURU ANAK USIA DINI"
"mengajar di tk.jasa pendidikan.tk marawan lama.","85131","PENDIDIKAN TAMAN KANAK-KANAK PEMERINTAH","2342","GURU ANAK USIA DINI"
"guru honorer ra darul ulum.jasa pendidikan.instansi sekolah pemerintah.","85132","PENDIDIKAN TAMAN KANAK-KANAK SWASTA/RAUDATUL ATHFAL/BUSTANUL ATHFAL","2342","GURU ANAK USIA DINI"
"guru honorer tk.jasa pendidikan.sekolahan tk.","85132","PENDIDIKAN TAMAN KANAK-KANAK SWASTA/RAUDATUL ATHFAL/BUSTANUL ATHFAL","2342","GURU ANAK USIA DINI"
"mengajar di sekolah tk paud desa babai.jasa pendidikan.guru honorer di sekolah tk paud.","85132","PENDIDIKAN TAMAN KANAK-KANAK SWASTA/RAUDATUL ATHFAL/BUSTANUL ATHFAL","2342","GURU ANAK USIA DINI"
"mengajar di tk paud desa babai.tenaga honorer.tenaga honorer di sekolah tk paud/ jasa pendidikan.","85132","PENDIDIKAN TAMAN KANAK-KANAK SWASTA/RAUDATUL ATHFAL/BUSTANUL ATHFAL","2342","GURU ANAK USIA DINI"
"mengajar di sekolah tk handayani desa babai.guru/tenaga honorer.sekolah tk handayani desa babai.","85132","PENDIDIKAN TAMAN KANAK-KANAK SWASTA/RAUDATUL ATHFAL/BUSTANUL ATHFAL","2342","GURU ANAK USIA DINI"
"guru honorer tk.jasa pendidikan.sekolah.","85132","PENDIDIKAN TAMAN KANAK-KANAK SWASTA/RAUDATUL ATHFAL/BUSTANUL ATHFAL","2342","GURU ANAK USIA DINI"
"mengajar paud tk.jasa pendidikan.jasa pendidikan paud tk wat takam tetei lanan.","85132","PENDIDIKAN TAMAN KANAK-KANAK SWASTA/RAUDATUL ATHFAL/BUSTANUL ATHFAL","2342","GURU ANAK USIA DINI"
"mengajar sebagai guru honorer.jasa pendidikan.sekolah paud.","85139","PENDIDIKAN ANAK USIA DINI SEJENIS LAINNYA","2342","GURU ANAK USIA DINI"
"mengajar tk paud.jasa pendidikan.tk paud isa pakat ugang sayu.","85139","PENDIDIKAN ANAK USIA DINI SEJENIS LAINNYA","2342","GURU ANAK USIA DINI"
"sebagai staf tata usaha di sma negeri 1 dusun hilir.administrasi sekolah.kantor administrasi sekolah.","85210","PENDIDIKAN MENENGAH ATAS/ALIYAH PEMERINTAH","4110","TENAGA PERKANTORAN UMUM"
"tenaga honorer di sekolah sman 2 karau kuala.guru/mengajar di sman 2 karau kuala.sekolah.","85210","PENDIDIKAN MENENGAH ATAS/ALIYAH PEMERINTAH","2330","GURU PENDIDIKAN MENENGAH"
"mengajar agama.jasa pendidikan agama hindhu.pendidikan sekolah.","85220","PENDIDIKAN MENENGAH/ALIYAH SWASTA","2330","GURU PENDIDIKAN MENENGAH"
"guru pengajar mata pelajaran bahasa indonesia siswa siswa smkn.pendidikan bahasa indonesia.jasa pendidikan sekolah menengah kejuruan negeri.","85230","PENDIDIKAN MENENGAH KEJURUAN DAN TEKNIS/ALIYAH KEJURUAN PEMERINTAH","2320","PENGAJAR PENDIDIKAN KEJURUAN"
"honorer tata usaha , di smk kalahien.jasa pendidikan.pendidikan sekolah.","85240","PENDIDIKAN MENENGAH KEJURUAN/ALIYAH KEJURUAN SWASTA","4110","TENAGA PERKANTORAN UMUM"
"mengajar bahasa inggris.jasa pendidikan.pendidikan.","85493","PENDIDIKAN BAHASA SWASTA","2353","GURU KURSUS BAHASA"
"mengobati dan merawat orang sakit.jasa keperawatan.rumah sakit umum daerah.","86101","AKTIVITAS RUMAH SAKIT PEMERINTAH","2221","PROFESIONAL KEPERAWATAN"
"mengatur pola makanan yang di sajikan untuk pasien rumah sakit.kadar gizi makanan yang di sajikan untuk pasien rumah sakit.jasa layanan kesehatan rumah sakit umum.","86101","AKTIVITAS RUMAH SAKIT PEMERINTAH","2265","AHLI DIET DAN GIZI"
"cleaning service di rumah sakit jaraga sasameh.jasa kebersihan.jasa pelayanan kesehatan.","86101","AKTIVITAS RUMAH SAKIT PEMERINTAH","9112","TENAGA KEBERSIHAN DAN JURU BANTU DI KANTOR, HOTEL, DAN TEMPAT LAINNYA"
"bagian pk persalinan di rumah sakit jaraga sasameh.menangani persalinan.jasa pelayanan rumah sakit.","86101","AKTIVITAS RUMAH SAKIT PEMERINTAH","2222","PROFESIONAL KEBIDANAN"
"pengarsipan dokomen kepegawaian.admistrasi dokomen kepegawaian.pelayanan kesehatan masyarakat rumah sakit umum jarageh sasameh.","86101","AKTIVITAS RUMAH SAKIT PEMERINTAH","4415","JURU TATA USAHA PENGARSIPAN DAN PENGGANDAAN"
"perawat ruang jati.perawat ruang jati.rumah sakit jaraga sasameh.","86101","AKTIVITAS RUMAH SAKIT PEMERINTAH","2221","PROFESIONAL KEPERAWATAN"
"membantu ibu bersalin sebagai bidan di puskesmas mengkatip.jasa kesehatan sebagai bidan.pesalinan /bidan.","86102","AKTIVITAS PUSKESMAS","2222","PROFESIONAL KEBIDANAN"
"sebagai tenaga kesehatan (perawat) merawat orang sakit di puskesmas desa lehai.jasa kesehatan sebagai perawat di puskesmas lehai (negeri).tenaga medis / keperawatan.","86102","AKTIVITAS PUSKESMAS","2221","PROFESIONAL KEPERAWATAN"
"memberikan pelayanan kesehatan pada masyarakat.jasa kesehatan.nusantara sehat.","86102","AKTIVITAS PUSKESMAS","3253","PEKERJA KESEHATAN MASYARAKAT"
"memeriksa sampel darah untuk mengetahui segala macam penyakit.hasil sampel darah untuk mengetahui segala macam penyakit.upt puskesmas buntok.","86102","AKTIVITAS PUSKESMAS","3212","TEKNISI LABORATORIUM MEDIS DAN PATOLOGI"
"memeriksa sampel darah untuk mengetahui segala macam penyakit.hasil sampel darah untuk mengetahui segala macam penyakit.upt puskesmas buntok.","86102","AKTIVITAS PUSKESMAS","3212","TEKNISI LABORATORIUM MEDIS DAN PATOLOGI"
"perawat bagian program tb.puskesmas sababilah.puskesmas sababilah.","86102","AKTIVITAS PUSKESMAS","2221","PROFESIONAL KEPERAWATAN"
"pelayanan obat di puskesmas.jasa kesehatan.kesehatan.","86102","AKTIVITAS PUSKESMAS","2230","PROFESIONAL PENGOBATAN TRADISIONAL DAN KOMPLEMENTER"
"melayani kesehatan ibu hamil bayi dan anak, serta membantu persalinan.jasa kesehatan.pustu sanggu.","86102","AKTIVITAS PUSKESMAS","2222","PROFESIONAL KEBIDANAN"
"kegiatan posbindu.jasa pelayanan.kesehatan.","86902","AKTIVITAS PELAYANAN KESEHATAN TRADISIONAL","3253","PEKERJA KESEHATAN MASYARAKAT"
"membuka/menutup gereja, menjaga kebersihan dan merawat peralatan liturgi serta membersihkan area pemakaman kristen.jasa koster gereja.gereja.","94910","AKTIVITAS ORGANISASI KEAGAMAAN","5153","PENGELOLA GEDUNG"
"pendeta.melayani umat kristen dalam beribadah.rohaniawan kristen di gereja.","94910","AKTIVITAS ORGANISASI KEAGAMAAN","2636","PROFESIONAL PEMIMPIN KEAGAMAAN"
"melakukan pelayanan atau wartakan firman tuhan.pencerahan umat, nasihat dll.agama kristen protestan.","94910","AKTIVITAS ORGANISASI KEAGAMAAN","2636","PROFESIONAL PEMIMPIN KEAGAMAAN"
"mengajar ngaji.jasa pendidikan.taman pendidikan al qur an.","94910","AKTIVITAS ORGANISASI KEAGAMAAN","3413","ASISTEN PROFESIONAL KEAGAMAAN"
"memperbaiki barang elektronik yang rusak seperti kipas angin, blender, magizcom, dll.jasa melayani perbaikan alat elektronik yang rusak seperti kipas angin, blender, magizcom, dll.jasa servis perbaikan alat elektronik.","95220","REPARASI PERALATAN RUMAH TANGGA DAN PERALATAN RUMAH DAN KEBUN","7421","PEKERJA MEKANIK DAN SERVIS PERALATAN ELEKTRONIK"
"menjahit pakaian di toko milik sendiri.jasa menjahit pakaian.penjahit pakai milik sendiri.","95291","AKTIVITAS VERMAK PAKAIAN","5221","PEMILIK TOKO"
"memotong rambut.jasa potong rambut.salon.","96111","AKTIVITAS PANGKAS RAMBUT","5141","PENATA RAMBUT"
"pangkas rambut pria.jasa pangkas rambut.salon pangkas rambut dirumah sendiri.","96111","AKTIVITAS PANGKAS RAMBUT","5141","PENATA RAMBUT"
"salon potong rambut.jasa potong rambut.kecantikan/salon/spa.","96112","AKTIVITAS SALON KECANTIKAN","5141","PENATA RAMBUT"
"memijat pelanggan.jasa pijat dan urut.jasa pijat dan urut.","96990","AKTIVITAS JASA PERORANGAN LAINNYA YTDL","9629","PEKERJA KASAR YTDL"
"membersihkan kapal tugboat.jasa servis tugboat.jasa servis tugboat.","96990","AKTIVITAS JASA PERORANGAN LAINNYA YTDL","9122","TENAGA CUCI KENDARAAN"
"buruh/tukang angkut barang di pelabuhan.jasa angkut barang.tukang angkut barang.","96990","AKTIVITAS JASA PERORANGAN LAINNYA YTDL","9621","KURIR, PENGANTAR PAKET DAN KULI ANGKUT BARANG"
"buruh muat pasir ke truk.jasa muat pasir.penjualan pasir sungai.","96990","AKTIVITAS JASA PERORANGAN LAINNYA YTDL","9333","BURUH ANGKAT BARANG"
"jasa siang ikan ikut orang.jasa pembersihan ikan.pembersihan kulit ikan ikut orang.","96990","AKTIVITAS JASA PERORANGAN LAINNYA YTDL","9216","BURUH PENANGKAPAN DAN BUDIDAYA PERIKANAN"
"mengangkut rotan ikut orang.jasa pengangkutan.usaha jual beli rotan.","96990","AKTIVITAS JASA PERORANGAN LAINNYA YTDL","9629","PEKERJA KASAR YTDL"
"bekerja di toko bangunan biasa angkat semen, keramik, dll dari truk ke toko dan melayani pelanggan juga.kerja di toko bahan bangunan.usaha perdagangan.","96990","AKTIVITAS JASA PERORANGAN LAINNYA YTDL","9621","KURIR, PENGANTAR PAKET DAN KULI ANGKUT BARANG"
"jasa terapi bekam.jasa.jasa perorangan.","96990","AKTIVITAS JASA PERORANGAN LAINNYA YTDL","9629","PEKERJA KASAR YTDL"
"buruh angkut barang di pasar.jasa angkut barang.jasa perorangan.","96990","AKTIVITAS JASA PERORANGAN LAINNYA YTDL","9621","KURIR, PENGANTAR PAKET DAN KULI ANGKUT BARANG"
"buruh angkut di pasar angkut beras, tepung.pekerja bebas.perdagangan.","96990","AKTIVITAS JASA PERORANGAN LAINNYA YTDL","9621","KURIR, PENGANTAR PAKET DAN KULI ANGKUT BARANG"
"membeli pohon kayu lalu di potong kecil2 utk d jual sebagai bahan bakar memasak di penjual usaha tempe.pengumpul kayu.pertanian.","96990","AKTIVITAS JASA PERORANGAN LAINNYA YTDL","9624","PENGUMPUL AIR DAN KAYU BAKAR"
"sopir sekaligus operator alat berat batubara.jasa angkutan batubara, operator/perbaikan alat berat.perusahaan batubara.","96990","AKTIVITAS JASA PERORANGAN LAINNYA YTDL","8341","OPERATOR MESIN BERGERAK PERTANIAN DAN KEHUTANAN"
"membuat perahu.jasa pembuatan perahu.pembuatan perahu milik orang lain dengan menggunakan alat dan kelengkapan milik orang lain juga, krt hanya diberi upah membuat saja.","96990","AKTIVITAS JASA PERORANGAN LAINNYA YTDL","7549","PEKERJA PENGOLAHAN LAINNYA YTDL"
"mengangkut kayu balok/papan dari dalam hutan.jasa pengangkutan kayu.kehutanan.","96990","AKTIVITAS JASA PERORANGAN LAINNYA YTDL","9621","KURIR, PENGANTAR PAKET DAN KULI ANGKUT BARANG"
"mengangkut kayu bulat dari dalam hutan kepinggir jalan.jasa angkutan kayu.kehutanan, diupah oleh orang lain dalam jasa angkutan kayu.","96990","AKTIVITAS JASA PERORANGAN LAINNYA YTDL","9215","BURUH KEHUTANAN"
"mengatur dan menjaga kendaraan parkir.jasa keamanan parkir.sinar mas futsal buntok.","96990","AKTIVITAS JASA PERORANGAN LAINNYA YTDL","9629","PEKERJA KASAR YTDL"
"mencuci sepeda motor, mobil dan karpet.jasa pencucian.pencucian sepeda motor.","96990","AKTIVITAS JASA PERORANGAN LAINNYA YTDL","9122","TENAGA CUCI KENDARAAN"
"juru ukur.luasan tanah beserta gambar kasar tanah.perusahaan.","96990","AKTIVITAS JASA PERORANGAN LAINNYA YTDL","3112","TEKNISI TEKNIK BANGUNAN"
"jasa cuci pakaian dan membersihkan rumah.jasa.jasa.","97000","AKTIVITAS RUMAH TANGGA SEBAGAI PEMBERI KERJA DARI PERSONIL DOMESTIK","9111","TENAGA KEBERSIHAN DAN JURU BANTU RUMAHTANGGA"
"jasa membersihkan rumah dan mencuci baju dari rumah kerumah klien lainya.jasa kebersihan.jasa perorangan.","97000","AKTIVITAS RUMAH TANGGA SEBAGAI PEMBERI KERJA DARI PERSONIL DOMESTIK","9111","TENAGA KEBERSIHAN DAN JURU BANTU RUMAHTANGGA"
"juru masak.jasa memasak.hotel mulya kencana buntok.","97000","AKTIVITAS RUMAH TANGGA SEBAGAI PEMBERI KERJA DARI PERSONIL DOMESTIK","9112","TENAGA KEBERSIHAN DAN JURU BANTU DI KANTOR, HOTEL, DAN TEMPAT LAINNYA"
"cleaning service.jasa kebersihan.hotel mulya kencana buntok.","97000","AKTIVITAS RUMAH TANGGA SEBAGAI PEMBERI KERJA DARI PERSONIL DOMESTIK","9112","TENAGA KEBERSIHAN DAN JURU BANTU DI KANTOR, HOTEL, DAN TEMPAT LAINNYA"
"menyapu dan mencuci di rumah tangga majikan.jasa pembantu rumah tangga.jasa asisten rumah tangga.","97000","AKTIVITAS RUMAH TANGGA SEBAGAI PEMBERI KERJA DARI PERSONIL DOMESTIK","9111","TENAGA KEBERSIHAN DAN JURU BANTU RUMAHTANGGA"
"mencuci pakaian dan piring.asisten rumah tangga.asisten rumah tangga dirumah keluarga pemberi kerja.","97000","AKTIVITAS RUMAH TANGGA SEBAGAI PEMBERI KERJA DARI PERSONIL DOMESTIK","9111","TENAGA KEBERSIHAN DAN JURU BANTU RUMAHTANGGA"
"jasa memasak utk acara.jasa memasak.jasa.","97000","AKTIVITAS RUMAH TANGGA SEBAGAI PEMBERI KERJA DARI PERSONIL DOMESTIK","7511","PEMOTONG HEWAN, PENJUAL IKAN SEGAR, DAN PENGOLAH MAKANAN YBDI"
"mencuci pakaian dan membersihkan rumah.jasa pembantu rumah tangga.jasa perseorangan pembantu rumah tangga.","97000","AKTIVITAS RUMAH TANGGA SEBAGAI PEMBERI KERJA DARI PERSONIL DOMESTIK","9111","TENAGA KEBERSIHAN DAN JURU BANTU RUMAHTANGGA"
"menjaga anak orang.jasa baby sister.pengasuh anak.","97000","AKTIVITAS RUMAH TANGGA SEBAGAI PEMBERI KERJA DARI PERSONIL DOMESTIK","5311","PEKERJA PERAWATAN ANAK"
"membantu ibu melipat kotak makanan.jasa perorangan.jasa perorangan.","98200","AKTIVITAS YANG MENGHASILKAN JASA OLEH RUMAH TANGGA YANG DIGUNAKAN UNTUK MEMENUHI KEBUTUHAN SENDIRI","9111","TENAGA KEBERSIHAN DAN JURU BANTU RUMAHTANGGA"
"pekerjaan tukang bangunan rumah kayu.jasa konstruksi.konstruksi bangunan kayu.","41011","KONSTRUKSI GEDUNG HUNIAN","7115","TUKANG KAYU BANGUNAN"
"menanam padi di sawah.padi.pertanian padi di sawah milik sendiri.","01122","PERTANIAN PADI INBRIDA","6111","PEKERJA PERTANIAN TANAMAN PANGAN DAN TANAMAN SEMUSIM"
"staf administrasi kantor desa pepas.jasa pemerintahan.pelayanan masyarakat kantor desa pepas.","84112","PENYELENGGARAAN PEMERINTAH NEGARA DAN KESEKRETARIATAN NEGARA","4110","TENAGA PERKANTORAN UMUM"
"pekerjaan tukang bangunan rumah kayu.jasa kontruksi.kontruksi bangunan rumah kayu.","41011","KONSTRUKSI GEDUNG HUNIAN","7115","TUKANG KAYU BANGUNAN"
"mengajar di sdn 1 ruji.jasa pendidikan.sekolah dasar negeri 1 ruji.","85111","PENDIDIKAN DASAR/IBTIDAIYAH PEMERINTAH","2341","GURU SEKOLAH DASAR"
"menyadap karet di kebun sendiri.karet.kebun karet milik sendiri.","01291","PERKEBUNAN KARET DAN TANAMAN PENGHASIL GETAH LAINNYA","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"penanaman kelapa sawit di lahan perkebunan kelapa sawit pt ali.kelapa sawit.perkebunan kelapa sawit pt ali.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"penanaman bibit kelapa sawit pt ali.kelapa sawit.perkebunan kelapa sawit pt ali.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"menyadap karet di kebun milik sendiri.karet.perkebunan karet milik sendiri.","01291","PERKEBUNAN KARET DAN TANAMAN PENGHASIL GETAH LAINNYA","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"menyadap karet milik sendiri.karet.perkebunan karet milik sendiri.","01291","PERKEBUNAN KARET DAN TANAMAN PENGHASIL GETAH LAINNYA","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"mengajar tk di pepas.jasa pendidikan.sekolah pendidikan tk.","85132","PENDIDIKAN TAMAN KANAK-KANAK SWASTA/RAUDATUL ATHFAL/BUSTANUL ATHFAL","2342","GURU ANAK USIA DINI"
"menjual sembako eceran di rumah.sembako.warung sembako di rumah.","47112","PERDAGANGAN ECERAN BERBAGAI MACAM BARANG YANG UTAMANYA MAKANAN, MINUMAN ATAU TEMBAKAU BUKAN DI MINIMARKET/SUPERMARKET/HYPERMARKET (TRADISIONAL)","5221","PEMILIK TOKO"
"penanaman kelapa sawit pt ali.kelapa sawit.perkebunan kelapa sawit pt ali.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"mengajar mengaji kerumah rumah.jasa ngaji.ilmu agama.","85452","PENDIDIKAN KEAGAMAAN ISLAM NON FORMAL","3413","ASISTEN PROFESIONAL KEAGAMAAN"
"toko bangunan.alat alat bangunan.perdagangan.","47528","PERDAGANGAN ECERAN BERBAGAI MACAM MATERIAL BANGUNAN","5221","PEMILIK TOKO"
"toko bangunan.alat bangunan.perdagangan.","47528","PERDAGANGAN ECERAN BERBAGAI MACAM MATERIAL BANGUNAN","5223","ASISTEN PENJUALAN TOKO"
"menjual kecil kecilan ciki ciki di depan sekolah sd.ciki ciki.perdagangan.","47242","PERDAGANGAN ECERAN ROTI, KUE KERING, SERTA KUE BASAH DAN SEJENISNYA","5212","PEDAGANG MAKANAN KAKI LIMA"
"memungut rotan di kebun sendiri.rotan.perkebunan.","02302","PEMUNGUTAN ROTAN","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"jasa angkut buah kelapa.buah kelapa.jasa angkut.","52299","AKTIVITAS PENUNJANG ANGKUTAN LAINNYA YTDL","9333","BURUH ANGKAT BARANG"
"tukang pijat keliling.pijat.jasa pijat.","96990","AKTIVITAS JASA PERORANGAN LAINNYA YTDL","3255","TEKNISI DAN ASISTEN FISIOTERAPI"
"menjual minyak bbm eceran.minyak.perdagangan.","47302","PERDAGANGAN ECERAN BAHAN BAKAR MINYAK, BAHAN BAKAR GAS (BBG), DAN LIQUEFIED PETROLEUM GAS (LPG) SELAIN DI SARANA PENGISIAN BAHAN BAKAR TRANSPORTASI DARAT, LAUT, DAN UDARA","5211","PEDAGANG DI KIOS DAN LOS PASAR"
"mencari rotan di kebun sendiri.rotan.kehutanan rotan.","02130","PEMANFAATAN HASIL HUTAN BUKAN KAYU","6210","PEKERJA KEHUTANAN DAN YBDI"
"petani karet.karet.perkebunan.","02301","PEMUNGUTAN GETAH KARET","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"tukang bangunan.jasa konstruksi.konstruksi.","41011","KONSTRUKSI GEDUNG HUNIAN","7111","PEKERJA BANGUNAN RUMAH"
